id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata,
159,8.6938073e-10,8.614979e-08,9.568185e-18,4.7602902e-32,0.9999993,4.899529e-19,8.958923e-28,2.568199e-25,5.993954e-12,4.26639e-07,2.40712e-18,2.3174233e-10,1.9246018e-31,9.762137e-28,8.294214e-22,0.0,1.2215615e-07,3.1361948e-34,2.8684426e-19,1.7631318e-16,2.3879083e-15,0.0,0.0,0.0,0.0,1.666178e-36,7.603572e-13,5.579174e-27,0.0,0.0,0.0,2.5930455e-25,4.0511266e-35,9.052172e-25,8.7529845e-30,8.685839e-09,0.0,0.0,0.0,0.0,5.7899825e-38,3.7528218e-32,4.6126655e-34,6.0068325e-26,8.677973e-24,0.0,4.151547e-36,2.2968642e-25,8.9473956e-17,1.276868e-16,0.0,1.1341521e-28,0.0,0.0,1.5500093e-25,0.0,1.9932524e-25,0.0,2.5018962e-22,3.3231059e-16,4.0936753e-28,3.3538477e-24,0.0,5.9035786e-28,2.9459705e-33,7.1744817e-23,0.0,0.0,5.0406085e-29,5.850458e-24,5.953703e-33,5.6863725e-19,3.926846e-35,3.3539217e-18,3.9729775e-15,2.9642442e-25,4.0935225e-19,3.265555e-36,2.5732354e-13,3.32203e-30,9.425024e-17,3.3504947e-33,3.8734108e-25,1.4764753e-33,3.644224e-15,3.144021e-24,3.9793707e-34,1.0408213e-33,2.89191e-27,3.3048796e-14,2.6447538e-25,1.2750725e-30,3.4217835e-17,4.588805e-23,1.4994349e-25,1.273122e-25,0.0,3.22359e-33,6.700772e-19,
161,3.674914e-21,2.1159634e-18,6.4883256e-19,6.8514835e-15,2.893838e-23,1.1754016e-22,4.5363955e-26,1.5285603e-33,2.1282394e-37,8.1058776e-13,1.325212e-26,6.2129116e-30,1.6726137e-18,2.5624387e-31,0.0,0.0,1.4030494e-26,2.2467583e-26,6.454717e-22,1.9095668e-13,1.5581017e-11,1.8657423e-19,6.3555207e-29,8.8845164e-13,2.0088944e-18,2.102859e-22,2.6137934e-14,3.6568027e-22,3.097007e-22,2.029394e-22,4.0100506e-33,4.916674e-15,5.387573e-27,3.2411245e-19,2.2023748e-21,2.110998e-32,3.7113048e-20,3.203299e-29,8.05683e-17,1.5804296e-19,9.5975965e-30,6.864192e-24,3.1030325e-33,1.0242495e-15,5.161362e-31,2.7205696e-26,2.9289172e-11,8.697451e-20,1.092609e-25,1.0480011e-26,3.2240232e-14,2.5887617e-11,1.493092e-21,1.2909582e-18,1.0,9.70912e-11,1.0161546e-15,1.5298518e-30,1.7023473e-17,7.419242e-17,2.3783794e-14,1.7619106e-11,9.171523e-21,0.0,6.17564e-14,6.66491e-11,0.0,0.0,1.0346913e-08,9.953911e-16,4.7085715e-16,1.2644313e-31,4.62212e-37,3.7981325e-25,4.8306217e-09,8.528659e-16,2.8558828e-08,4.98806e-32,9.450456e-23,2.020418e-11,7.449669e-18,9.294088e-21,2.6303766e-26,3.792714e-27,1.6871308e-15,3.3236952e-10,2.58545e-19,4.0642483e-16,1.4530781e-22,5.885877e-31,3.3759717e-21,3.22146e-29,7.928629e-23,8.568968e-23,4.2210603e-30,0.0,1.7620911e-12,2.0293279e-26,6.4256964e-09,
162,0.0,2.6040072e-34,3.0276116e-19,1.3191356e-23,0.0,1.655404e-26,1.4145775e-09,0.0,0.0,1.9635095e-34,7.23806e-32,0.0,0.0,6.0560614e-29,0.0,1.9030536e-13,0.0,4.413689e-21,0.0,4.2120538e-21,1.9885324e-29,3.2922734e-13,3.1429357e-13,2.0272329e-23,2.208003e-27,3.93817e-10,1.382676e-28,1.9021565e-10,8.587187e-16,6.5188354e-12,6.439177e-20,1.6142486e-08,9.9329464e-20,2.5573863e-14,4.0329476e-07,2.4574003e-31,1.9742523e-09,2.4410511e-15,1.3395223e-13,3.3366127e-10,6.120317e-16,0.0,8.530738e-23,3.373116e-26,6.3626158e-09,6.1266114e-20,1.0836921e-25,0.0,0.0,0.0,6.543226e-27,2.31798e-18,1.1519507e-21,0.0,4.021036e-23,9.2461425e-26,9.2114444e-38,0.9999994,3.930376e-16,5.6772682e-27,7.857513e-21,1.1610437e-20,5.6519976e-08,0.0,2.2267307e-34,9.087222e-25,1.3052442e-17,1.0490103e-15,2.8386714e-19,9.327441e-27,8.720855e-23,0.0,7.228454e-18,6.17782e-20,7.2861666e-28,0.0,1.1365368e-31,8.811495e-19,3.0715815e-21,2.5315782e-13,1.6560321e-30,1.6604609e-14,4.2780303e-26,9.734897e-32,8.464259e-22,0.0,3.553597e-35,6.738939e-20,8.609576e-08,5.2917394e-33,1.289629e-25,4.4219007e-34,9.492931e-25,1.848412e-28,4.5959204e-37,0.0,5.0126824e-17,2.8670818e-22,2.2561792e-18,
170,0.0,2.6076494e-38,1.1983422e-20,5.2453296e-19,0.0,5.517678e-23,5.145532e-16,0.0,0.0,4.2266028e-36,7.783976e-35,0.0,3.2949227e-36,0.0,0.0,6.05349e-12,0.0,5.5515698e-36,0.0,4.309155e-23,2.7103964e-25,5.203003e-11,7.514515e-09,1.406431e-09,1.7595141e-19,3.6297534e-11,6.6421354e-34,7.340811e-15,3.193081e-07,0.99935466,1.6140523e-14,7.368345e-12,2.4687849e-18,3.82583e-18,2.3759759e-07,1.2297382e-38,8.976148e-07,0.00042840213,0.00021515563,2.688272e-07,3.922918e-15,0.0,2.9528722e-22,6.128918e-22,3.895896e-22,1.6712448e-21,7.8119e-22,0.0,0.0,0.0,3.044966e-16,4.442638e-11,3.096439e-21,0.0,7.61775e-14,9.847577e-10,4.3346154e-28,7.406915e-11,2.3186303e-21,2.6376414e-24,8.407671e-25,8.995776e-12,1.14904915e-14,0.0,7.380914e-21,1.9008905e-21,5.4913355e-27,8.165212e-16,7.3992396e-13,9.5997974e-20,3.766637e-11,0.0,1.38516464e-17,3.8093292e-26,2.9049578e-26,0.0,6.6874816e-22,9.588757e-25,1.3208698e-27,1.1806667e-12,3.819711e-30,2.9716437e-13,5.3712707e-21,1.7447971e-33,5.0180136e-19,6.209763e-35,2.8742774e-36,2.3830964e-13,1.6940274e-14,0.0,4.9578285e-20,0.0,1.2596675e-33,3.6913767e-29,0.0,0.0,2.400589e-08,7.525178e-26,2.2942164e-20,
172,1.493528e-14,9.8102027e-11,3.151683e-18,1.598935e-15,2.9899467e-18,5.1185493e-28,1.7436555e-17,0.99917287,2.181319e-09,5.521209e-20,2.1660835e-08,3.5536796e-06,3.1939746e-16,1.4956855e-07,1.4986478e-17,0.0,4.762057e-13,0.00056149013,2.846756e-17,4.1939233e-10,1.0516323e-21,2.331352e-28,1.6092024e-38,0.0,0.0,1.0552817e-28,4.6331992e-05,2.1431556e-16,1.3080726e-38,0.0,1.073599e-34,9.988695e-13,9.2878085e-23,1.1879418e-23,4.411046e-23,9.685978e-16,2.3646375e-26,0.0,0.0,2.9739585e-37,0.0,3.638862e-17,6.743975e-23,8.158067e-22,1.9166768e-08,1.07705225e-20,8.214223e-20,1.8471717e-22,4.556534e-14,1.0574346e-07,8.656304e-29,6.022709e-21,4.465635e-21,1.9568567e-26,3.2653135e-26,1.1100619e-31,1.1193447e-23,3.0240215e-21,7.342166e-05,1.6162785e-29,3.4093686e-14,2.5998363e-30,1.37513105e-14,2.7147516e-28,2.761948e-26,6.406159e-19,8.4270075e-18,8.554646e-35,1.0807235e-20,4.488427e-17,0.0,1.8076876e-31,0.0,2.4911e-10,1.3570025e-13,5.178322e-13,1.4904547e-25,1.7243374e-21,1.0031815e-18,1.3644451e-18,1.3037569e-14,4.215269e-15,2.982576e-26,4.3996013e-12,6.579983e-14,1.7597982e-19,9.8686846e-14,7.726244e-26,4.7987863e-16,3.7644084e-05,9.868625e-22,8.9936717e-13,0.00010438178,2.2394022e-13,6.5285692e-09,9.396254e-11,6.4304913e-28,3.8251552e-22,6.8616507e-10,
174,1.5550457e-31,2.0359616e-22,1.1729616e-07,1.7082927e-10,1.9440759e-31,8.862335e-19,1.485324e-09,1.01302535e-19,1.7556658e-28,1.5438509e-31,4.190839e-12,1.7979214e-31,3.103806e-23,4.4930656e-18,0.0,9.649624e-21,1.330549e-29,2.1686681e-14,2.1267373e-30,2.114445e-12,5.9260846e-26,3.4336742e-06,2.359095e-19,9.5967746e-26,5.1401277e-29,6.9928025e-15,6.0064947e-18,5.028113e-13,7.305949e-16,3.591422e-17,5.2151317e-10,0.99995804,1.9096883e-06,1.5864107e-10,7.507276e-08,5.4682702e-24,3.7540017e-06,1.4319457e-25,2.5315455e-21,1.4135089e-11,6.088764e-17,1.1505057e-30,1.0250987e-13,1.2768085e-19,2.1247063e-11,1.5692505e-05,1.1267264e-05,4.2295223e-30,0.0,7.870938e-26,1.3786425e-13,5.898058e-09,1.2035485e-11,2.787985e-28,1.359008e-15,2.0145031e-19,7.363677e-22,1.7887384e-11,4.4453614e-06,3.5397302e-28,3.843807e-13,2.3815906e-20,2.4627866e-10,6.508852e-34,1.8431346e-18,2.5949447e-12,7.3807816e-13,8.37334e-16,7.8055695e-07,2.0300119e-16,4.732655e-28,0.0,2.2114637e-24,2.1271686e-14,4.4662095e-15,1.58674e-22,3.9069426e-22,6.514863e-19,5.0438807e-22,1.9526115e-07,1.6135025e-18,1.5814179e-07,1.4465646e-20,1.7955194e-12,1.2160166e-13,2.253592e-25,2.3366275e-16,8.4502365e-13,1.22308e-11,2.6148682e-27,4.4767465e-17,2.540393e-24,9.431174e-11,9.073048e-20,1.2735617e-15,1.6115794e-30,2.8159178e-18,3.8759026e-22,2.8181672e-08,
176,8.387017e-13,1.7767752e-08,2.2221083e-14,2.4161618e-05,6.0425766e-21,2.5473993e-20,1.0988499e-20,1.4465982e-15,3.6430717e-19,1.5479874e-16,8.6508867e-10,4.801379e-14,8.824607e-06,1.0530401e-11,2.474219e-20,0.0,1.5604999e-13,1.5777617e-14,2.8842914e-13,5.637879e-06,7.7441574e-13,2.6617949e-17,2.0512335e-25,7.60255e-27,1.6465246e-22,2.6735637e-21,8.393613e-05,1.70684e-21,1.2600068e-26,1.2414301e-31,1.2527656e-25,1.653973e-13,2.615777e-22,7.955618e-20,5.4704467e-25,2.853266e-21,3.4874835e-17,0.0,6.423938e-33,1.7092175e-29,1.6175286e-34,6.306217e-06,3.6851988e-27,4.1281895e-11,3.2881315e-25,1.5704037e-17,6.776914e-05,5.068898e-10,1.721025e-09,2.572177e-09,7.698892e-11,1.58458e-11,1.6589579e-14,1.1793639e-05,6.6109854e-11,5.322114e-12,5.9541367e-07,1.9071256e-30,3.050028e-10,4.614856e-20,3.1889727e-10,1.8152294e-23,2.227987e-17,3.3915096e-26,5.1984794e-16,6.7396115e-08,2.4077703e-24,1.178527e-32,1.8640395e-10,6.3935445e-12,1.0276234e-25,5.374438e-22,1.5564848e-38,1.775671e-15,5.0643644e-07,4.118771e-09,4.8951676e-12,2.8241505e-19,4.1071715e-19,7.944524e-11,1.22271295e-08,1.5857362e-17,1.7622305e-21,4.099317e-10,2.588362e-14,0.0035147138,7.697381e-07,2.0158071e-10,7.1071647e-22,1.01143994e-19,7.93276e-22,2.3924845e-13,1.6860424e-12,6.038068e-11,9.593332e-07,1.7441651e-15,1.3550301e-14,2.4672483e-17,0.996274,
177,3.3564989e-19,3.201392e-17,2.8959837e-08,4.0718713e-09,1.5096347e-20,8.530566e-21,3.736387e-17,7.991521e-07,1.05421245e-20,9.590678e-25,0.00093365106,8.518974e-17,6.8400877e-20,1.4346104e-17,1.6223045e-34,8.3051165e-38,3.8238967e-18,7.773552e-11,2.0360778e-17,3.2190223e-12,1.6563117e-24,3.1003954e-12,1.4376283e-33,7.312013e-37,2.2101765e-31,2.5448286e-24,5.720941e-09,1.079469e-10,5.7883527e-25,2.361698e-28,1.6026351e-17,5.033037e-05,4.457235e-12,4.22774e-21,1.4224858e-09,4.756925e-16,2.73122e-19,0.0,1.1227874e-32,9.632082e-23,3.476421e-30,1.079818e-27,4.784401e-10,3.572571e-16,1.1696883e-06,7.8416764e-16,1.6407324e-12,5.163315e-32,8.020644e-27,1.7698319e-10,9.4703294e-20,2.2127698e-13,8.6540703e-13,3.2109207e-24,5.0245173e-19,1.8530018e-23,3.223656e-19,5.399143e-19,0.0013237195,3.4445925e-31,2.7148665e-14,1.4654183e-18,2.6233722e-13,4.7372096e-29,8.923396e-14,3.6851452e-17,2.6982878e-12,2.3060099e-23,5.3442157e-08,5.605646e-09,3.2907715e-36,5.6338105e-33,6.862601e-32,1.1905428e-05,6.639506e-14,3.9645642e-09,1.3251633e-18,3.1029943e-22,2.5232144e-24,3.819748e-15,2.076324e-16,0.001887353,1.629715e-21,1.0297464e-09,6.7995574e-12,5.910064e-18,3.6021839e-09,5.126938e-20,5.2087073e-13,1.2090086e-09,3.6957488e-08,1.08293684e-19,0.99579096,5.1500027e-15,2.1708497e-12,1.2250709e-18,5.0501894e-19,8.2954086e-20,7.2094157e-09,
180,3.2545605e-16,0.00012125669,2.0968985e-08,1.9796267e-13,9.656671e-11,1.6255751e-10,0.002531487,1.3996957e-14,2.1578022e-05,2.7604888e-15,2.8578231e-08,8.185808e-15,1.320307e-12,2.8160816e-09,1.8375659e-20,3.5012603e-18,9.450119e-11,3.7532908e-13,1.3716006e-24,0.40111265,8.713856e-13,4.504354e-20,1.3101769e-20,1.139083e-28,1.3833232e-32,6.3533997e-18,9.2218844e-10,2.859731e-16,2.6624674e-20,1.5520213e-19,1.3928803e-18,0.00010224869,1.5097994e-06,1.7320875e-05,8.653468e-13,1.2410472e-12,5.2184785e-09,6.4171825e-36,5.9853967e-29,7.655028e-22,1.1996797e-19,2.940563e-17,3.6818998e-15,2.4086927e-18,2.8158103e-11,0.010873953,6.36017e-09,1.0822464e-11,4.3906504e-22,5.272541e-18,1.0229359e-11,8.3410856e-07,5.6312455e-19,7.97703e-20,1.2457436e-11,1.238804e-14,7.7043976e-13,2.755185e-16,8.606673e-05,4.319348e-15,9.0433656e-13,1.9814652e-18,1.073105e-16,1.5380983e-21,1.6029838e-15,5.628335e-08,4.3684586e-17,1.1741079e-20,4.4590016e-11,7.391127e-12,1.5351791e-21,3.1924998e-24,6.722172e-22,3.9023244e-15,3.444753e-05,5.8679506e-21,6.044978e-17,1.2031646e-16,1.3503278e-06,0.00016533223,4.1990723e-05,9.574644e-13,6.596038e-11,2.558555e-06,0.5848345,4.091423e-17,1.3434129e-20,6.529944e-11,6.983897e-16,1.036246e-19,6.311633e-18,7.48481e-21,1.853982e-09,1.9335872e-10,4.845064e-05,1.9600963e-21,9.877706e-21,2.1815754e-25,2.3012474e-06,
181,0.0,2.3334546e-29,6.4835554e-14,1.5331574e-13,2.0238747e-33,3.4045558e-16,8.555333e-08,0.0,0.0,5.860827e-28,1.5145993e-24,0.0,8.395595e-29,1.6730043e-28,2.414588e-38,4.5236712e-10,5.6009985e-29,3.5056456e-28,3.422113e-28,2.3038474e-17,2.48978e-17,6.0864297e-10,0.00024994437,1.5186079e-10,1.2997543e-14,0.9997274,2.4272043e-22,2.8212494e-08,1.05593845e-08,2.81915e-09,3.994231e-16,2.5453177e-08,2.001239e-21,6.639566e-13,7.63788e-10,7.623574e-21,2.1886597e-05,2.7123287e-17,4.895018e-13,9.452778e-09,9.2372876e-10,0.0,1.3860155e-23,1.0834541e-12,7.220398e-18,6.5210213e-18,3.8720968e-15,1.09185896e-29,0.0,2.7203926e-38,5.0392907e-16,8.457145e-08,2.2929172e-22,0.0,8.5857884e-19,6.750391e-17,5.0861854e-22,2.9250373e-11,1.1551438e-14,5.6374048e-11,1.4262503e-12,1.4765878e-16,1.359979e-10,4.3715137e-26,4.9094685e-30,1.8648188e-14,2.8178913e-17,1.6638228e-10,7.388553e-18,3.2770732e-19,6.8156524e-08,1.9294019e-29,3.4828593e-09,1.5169516e-18,8.067703e-17,0.0,2.9577782e-19,6.2347355e-10,5.877568e-15,1.8796935e-07,8.036456e-19,7.816839e-15,1.2791467e-11,3.035332e-27,6.5185876e-17,5.6445344e-31,3.2245188e-27,1.3627891e-07,2.715922e-09,1.1227139e-35,1.10925124e-23,2.8258256e-24,2.0169596e-27,1.03118966e-17,9.9414894e-30,3.0592224e-33,8.8840907e-10,2.867379e-11,5.3161045e-14,
182,4.3110461e-13,1.1742322e-10,1.5352292e-07,3.6408818e-09,1.4144524e-15,4.2846318e-14,1.1257221e-16,3.4714836e-13,6.9247857e-13,1.3883396e-21,0.99993694,5.0018336e-14,8.042201e-16,5.293693e-17,2.5601342e-26,3.4805277e-35,3.7010098e-10,4.6200726e-19,5.820112e-16,1.8532494e-09,1.0855397e-18,2.2787103e-16,6.489242e-30,0.0,6.505898e-30,1.1854569e-25,6.3921406e-09,5.0196237e-16,3.6566344e-26,1.0719213e-29,2.5710878e-17,1.0466771e-10,1.4137904e-13,8.477241e-21,1.5890564e-15,3.4511288e-10,6.1204524e-22,0.0,0.0,2.1490378e-30,8.030525e-30,4.2188314e-22,4.9291013e-13,1.2229217e-14,6.673387e-13,8.336953e-17,6.350273e-14,6.3298973e-25,9.293781e-22,1.902964e-07,5.545999e-20,3.5864934e-13,1.4142855e-22,1.2572015e-21,1.0078955e-21,2.875579e-21,5.6678473e-12,1.1597062e-26,1.8533098e-07,5.4100392e-24,7.9669813e-19,1.06375895e-20,6.376536e-22,5.438164e-22,4.995079e-16,1.1545714e-13,3.292402e-16,1.0636814e-21,5.3125025e-11,5.2683315e-09,6.170593e-31,1.1327625e-21,8.081825e-28,9.936001e-07,1.2206758e-13,2.2611447e-13,1.1690938e-15,2.809698e-19,1.103316e-18,3.7133283e-17,1.2804016e-10,4.76355e-11,1.3034133e-14,1.4022613e-09,2.3003435e-09,1.3473664e-13,2.2601701e-13,4.8096636e-15,1.2360804e-17,1.8799194e-12,5.6451073e-11,4.2094152e-20,8.1016315e-06,4.4621076e-10,5.335504e-05,2.1902132e-14,1.7197276e-22,1.1707158e-19,1.5788263e-08,
184,2.2629874e-37,4.677588e-30,7.332082e-10,1.3053931e-13,4.7482464e-28,3.5795757e-12,1.612478e-16,1.9998305e-38,0.0,1.5314768e-22,4.813659e-23,1.5446501e-35,2.8732263e-31,1.7757108e-37,0.0,1.740133e-19,8.319512e-30,3.9178714e-29,1.3269003e-22,1.0611014e-16,6.026783e-20,1.91918e-08,1.6705653e-14,2.4658682e-13,2.210073e-10,9.022417e-14,1.7011153e-17,1.2016252e-05,0.0001642218,4.4004832e-07,1.5932652e-10,3.7382653e-11,6.582439e-20,1.0780482e-19,0.12189872,8.163421e-23,1.4909252e-13,1.8447719e-14,8.143733e-08,1.3865306e-10,8.6859136e-14,0.0,3.7172213e-10,5.819084e-09,6.0392514e-14,4.6254504e-25,3.4842727e-19,2.9954493e-34,0.0,6.602974e-31,6.514267e-13,1.4791177e-08,3.452667e-17,2.25399e-32,4.6234065e-09,6.6634738e-09,1.0930365e-15,2.0068542e-15,6.949943e-14,1.6178306e-18,2.3340891e-17,0.87712437,2.9235363e-13,1.5001066e-25,6.187036e-17,4.535217e-21,6.495325e-16,5.396031e-12,1.1366977e-05,1.2296682e-05,2.1958553e-09,1.3473072e-30,1.3384924e-13,4.61907e-09,8.448671e-19,1.5522663e-25,1.7828095e-08,1.06089446e-17,5.2297093e-21,5.961071e-12,6.5900295e-19,2.6073953e-06,2.3215113e-13,1.943789e-23,1.0203589e-14,1.570105e-22,5.47359e-19,3.977513e-10,1.9233944e-06,4.23202e-26,7.7668295e-07,1.0979456e-32,2.4055001e-17,2.0490708e-20,2.0504883e-33,1.8226533e-37,0.00077117665,1.3683253e-16,2.6912104e-15,
185,1.3177938e-17,8.681975e-21,5.073985e-13,0.010948842,3.351639e-25,2.0169898e-18,1.2325727e-15,3.9354285e-21,8.22302e-24,1.8045452e-18,5.0381647e-07,4.082384e-13,3.8771165e-12,1.4915155e-15,2.3716679e-18,1.0686561e-33,1.8356526e-11,3.083144e-13,0.009829859,1.4969527e-12,3.5090655e-10,2.5986482e-15,4.5934504e-17,9.4175723e-23,1.3708699e-12,1.03805315e-11,0.0024104319,0.0006202379,1.7880839e-20,8.220056e-28,3.303145e-22,4.5948925e-11,1.0319625e-27,6.0139736e-26,6.825947e-16,4.9330803e-11,4.897767e-17,0.0,1.5945817e-29,4.7744774e-27,8.307114e-30,2.8637322e-21,6.2504344e-21,0.052451845,1.3028238e-13,2.2474754e-23,3.7216838e-10,1.086718e-21,3.4873758e-24,4.996539e-06,1.6840773e-16,3.1495213e-07,2.4072181e-16,5.102451e-20,7.769775e-21,5.8522075e-17,4.2431666e-11,8.708833e-23,0.0019592973,1.4735317e-11,0.0011285363,3.08764e-17,2.476258e-08,2.0058489e-14,6.538531e-24,7.472482e-12,4.7820375e-10,2.5916055e-18,4.384577e-15,2.5179617e-07,2.956083e-19,1.21062925e-11,2.3764812e-22,9.597705e-06,1.5727029e-08,1.2670242e-14,9.532222e-11,2.8754066e-06,3.7415785e-17,2.0321014e-09,6.254137e-08,1.7018399e-09,8.8409924e-10,3.1036873e-14,4.2267947e-14,1.3038095e-11,2.8778442e-05,1.5838765e-09,3.5247488e-10,2.504309e-09,2.526757e-14,0.0076042186,5.7820262e-11,0.016447542,2.497322e-12,0.002465232,7.640308e-09,0.8940865,1.5843183e-08,
187,3.8926098e-10,1.1227471e-10,2.9551358e-17,5.217788e-06,7.540372e-22,1.7520447e-22,9.285053e-28,3.0498428e-21,1.3730308e-22,7.156604e-17,2.0114367e-10,6.4928064e-19,5.8464884e-06,5.28201e-22,3.2237566e-30,0.0,2.0812787e-15,1.3544751e-21,2.316006e-14,2.2026403e-09,1.210986e-11,6.155499e-20,5.0613054e-29,2.399135e-27,8.865803e-22,1.3135648e-27,7.374383e-08,1.1277527e-24,2.2122005e-29,1.4478158e-30,2.4911762e-28,9.667765e-18,1.7084376e-23,8.221309e-26,4.1855346e-27,1.0920718e-24,2.8431535e-23,0.0,1.6505498e-33,1.084292e-33,0.0,3.3815517e-10,3.9003458e-29,8.867197e-13,7.3851986e-29,2.6352098e-24,4.1578985e-09,7.383638e-17,1.6732312e-12,6.970514e-10,5.2705765e-15,2.635839e-12,1.2534215e-20,2.3266404e-07,1.1318595e-10,2.1758289e-09,1.2602499e-07,4.1600465e-36,2.8089616e-13,1.0287847e-21,4.170081e-17,4.235598e-20,2.2287668e-23,6.209161e-32,1.2300967e-10,1.4189031e-07,1.1973808e-32,1.1112024e-36,1.6542543e-09,4.4057737e-11,3.3384155e-25,9.403664e-24,0.0,6.992711e-18,4.2162406e-11,2.5516567e-07,1.1279765e-09,2.8010143e-26,1.36443e-24,1.553658e-16,1.694541e-12,4.1461728e-19,8.499628e-22,3.6826833e-16,8.655838e-14,0.9999312,1.7388807e-11,8.3704143e-13,3.8370567e-26,4.542069e-21,2.3660368e-17,1.6558203e-20,2.6731272e-16,1.946652e-11,4.039206e-10,2.438066e-22,1.5641309e-15,6.262456e-21,5.688401e-05,
191,2.1516389e-38,0.0,3.5865474e-22,5.219623e-17,0.0,3.1067545e-21,3.9132563e-32,0.0,0.0,3.1510203e-23,1.2250666e-35,0.0,3.6887308e-35,0.0,0.0,7.766409e-36,4.2702156e-34,0.0,3.764277e-16,2.3991764e-28,6.393679e-17,2.0846669e-17,1.9948491e-17,4.5790812e-11,0.99999857,5.732288e-16,1.7916993e-19,8.642184e-14,5.2801313e-14,1.8153346e-23,6.634349e-29,1.2135874e-27,0.0,7.24929e-35,6.985139e-23,1.6235985e-29,5.379676e-28,7.65589e-30,1.9304597e-17,1.2031905e-23,1.4283812e-25,0.0,4.4985084e-35,1.1844216e-06,2.943112e-35,0.0,4.178787e-24,1.0926399e-34,0.0,2.3549774e-31,7.502824e-24,4.8454266e-16,2.722996e-33,1.2395816e-37,7.14369e-18,3.7723803e-18,3.7597237e-18,4.4483045e-35,1.9705693e-26,9.680976e-12,4.523361e-18,3.3506576e-11,2.620193e-22,1.9640466e-27,1.7483113e-36,9.54231e-23,1.6912257e-31,7.3839925e-25,5.405332e-19,3.0950974e-17,9.9542405e-08,5.2614535e-21,1.060324e-20,8.910255e-19,3.9212666e-24,2.8820785e-31,1.0770965e-07,3.0140226e-19,1.7010509e-27,3.7721734e-21,1.7024956e-23,3.8769093e-26,1.6946588e-19,0.0,3.0129354e-31,5.7625923e-22,3.766192e-21,7.2853274e-13,4.663407e-14,7.358395e-35,2.0807664e-24,1.276174e-26,3.0772333e-35,4.467753e-23,0.0,3.6753468e-34,1.4953191e-09,8.178788e-11,2.0744371e-21,
